Issue ID,Issue,Issue description,#Comments,Reported date,Fixed date,DateDiff (days),Issue Type,#Contributors,Priority
796145,Wrapper-tracing for on-stack objects is not supported.,"Wrapper-tracing does not trace on-stack objects, so if the on-stack objects are not referenced from any other object, they will be (unintentionally) collected.

Here is an example pseudo code.

class CallbackFunction : GarbageCollected<CallbackFunction> {
// TraceWrapperV8Reference is a weak v8::Persistent.
TraceWrapperV8Reference<v8::Function> v8_function_;
};

class DOMObject : GarbageCollected<DOMObject> {
using id_type_d = int;
HeapHashMap<id_type_t,
TraceWrapperMember<CallbackFunction>> callback_function_set_;
};

DOMObject::InvokeCallback(id_type_t id) {
// |Take| removes the callback function from the set, and returns it.
auto callback = callback_function_set_.Take(id);

// At this moment, |callback| is NOT a member of |callback_function_set_|.
// Hence, |callback| is not a target of wrapper-tracing. No one prevents
// |callback->v8_function_| from being collected by V8 GC.

callback.Invoke(args...); // |v8_function_| might be already gone... crash!
}

Actual cases (crashes) are found at: Issue 792604

As of today, this issue is expected to be fixed with the coming unified GC and we don't have a plan to support wrapper-tracing for on-stack objects so far. This issue was filed mostly just for a record.",5,12/19/2017,4/3/2019,470,Bug,2,3
796216,Some overlays seem to be missing eclass-overlay,"As mentioned in the review for CL:833447

$ git grep 'masters .*portage-stable' | grep -v eclass-overlay
overlay-bob/metadata/layout.conf:masters = portage-stable chromiumos baseboard-gru freon
overlay-celes/metadata/layout.conf:masters = portage-stable chromiumos baseboard-strago freon
overlay-cheza/metadata/layout.conf:masters = portage-stable chromiumos baseboard-cheza freon
overlay-gru/metadata/layout.conf:masters = portage-stable chromiumos baseboard-gru freon
overlay-kevin/metadata/layout.conf:masters = portage-stable chromiumos baseboard-gru freon
overlay-kunimitsu/metadata/layout.conf:masters = portage-stable chromiumos baseboard-kunimitsu freon
overlay-nefario/metadata/layout.conf:masters = portage-stable chromiumos baseboard-gru freon
overlay-scarlet/metadata/layout.conf:masters = portage-stable chromiumos baseboard-gru freon

It seems like a small number of boards (many of them gru descendants) are missing eclass-overlay. We should add them.",5,12/20/2017,2/8/2018,50,Bug,3,3
800581,Chrome/Context menu quickly disappears when opening it by Stylus,"Chrome Version : 64.0.3282.83
Platform : 10176.43.0 - kevin

What steps will reproduce the problem?
(1) open Chrome browser 
(2) try to open Chrome menu by Stylus 
(3) on google.com website or ""new tab"", try to open context menu by stylus. Then check the context menu

What is the expected result?
On step#2&3, chrome menu and context menu should stay

What happens instead?
On step#2&3, chrome menu and context menu quickly disappears. Please see attached file.

Please provide any additional information below. Attach a screenshot if
possible.
Works fine in Chrome 63.0.3239.116/CrOS10032.75.0 - Kevin",3,1/10/2018,4/18/2018,98,Bug-regression,5,1
801024,CacheStorage: Usage reporting is sometimes wrong when caches are reopened,"Chrome Version: 
OS: all

What steps will reproduce the problem?
(1) Unzip, run both python servers
(2) Open localhost:8084/page.html
(3) Press the new ""Random Fetch (many) with 302 and new response"" button once.
(4) Open DevTools, switch to the memory tab, and click the trash can icon to do a GC.
(5) Press the ""Random Fetch with 302 and new response"" button once.

What is the expected result?
Cache storage should grow slowly

The included localhost:8084/page2.html and its sw2.js have a workaround (using only one instance of the open cache) that appear to prevent this behavior.

What happens instead?
Cache Storage use will jump from 136 MB to 273 MB.


Please use labels and text to provide additional information.


For graphics-related bugs, please copy/paste the contents of the about:gpu
page at the end of this report.",13,1/11/2018,1/13/2018,2,Bug,5,3
801189,Add support for ${applicationId} for merged manifests,"Manifest merger will substitute this keyword with the apk's applicationId. This already works when used directly in an apk's AndroidManifest.xml. 

However, when ${applicationId} is used in an AndroidManifest.xml provided to an android_resources(), then process_resources.py fails:

AndroidManifest.xml:20: Tag <provider> attribute authorities has invalid character '$'.",2,1/12/2018,1/13/2018,1,Bug,2,3
802776,"Migrate ""dart2js-win7-ie11ff-4-4-be"" to LUCI","Migrate builder client.dart:dart2js-win7-ie11ff-4-4-be to LUCI.

Buildbot: https://ci.chromium.org/buildbot/client.dart/dart2js-win7-ie11ff-4-4-be
LUCI: https://ci.chromium.org/buildbucket/luci.dart.ci.sandbox/dart2js-win7-ie11ff-4-4-be

Migration app will be posting updates on changes of the migration status.
For the latest status, see
https://luci-migration.appspot.com/masters/client.dart/builders/dart2js-win7-ie11ff-4-4-be

Migration app will close this bug when the builder is entirely migrated from Buildbot to LUCI.",4,1/17/2018,7/13/2018,177,Task,1,1
807454,Bluetooth service to observe powerd's SuspendImminent and suspend discovery,This is the first subtask of crbug.com/807430: Create a bluetooth daemon which listens to powerd's SuspendImminent and issue the discovery suspend request to bluez.,12,1/31/2018,6/12/2018,132,Bug,4,1
807986,install-sysroot.py still requires on gyp,"build/linux/sysroot_scripts/install-sysroot.py imports gyp_chromium, which imports gyp.

That causes failures such as this one: https://logs.chromium.org/v/?s=v8%2Fbuildbucket%2Fcr-buildbucket.appspot.com%2F8955799053464237104%2F%2B%2Fsteps%2Fgclient_runhooks%2F0%2Fstdout

Background is that V8 wants to remove gyp, including DEPS entry. That does not work because install-sysroot is run as a gclient hook.",20,2/1/2018,2/10/2018,9,Bug,6,3
808531,git cl split: option to create CLs as WIP,"(Feature request)

I tried git cl split for the first time today and was very surprised to see that it sends the CLs immediately. An option to create as WIP for those of us who like to give them a look over or run try jobs before sending would be very welcome.",3,2/3/2018,6/27/2019,509,Feature,2,3
811338,Setting device wallpaper can crash chrome://policy,"Chrome Version: 66.0.3342.0 (dev)
OS: Chrome OS

What steps will reproduce the problem?
(1) For an Active Directory managed Chromebook, set DeviceWallpaperImage to ""\\example\example.jpg""
(2) Go to chrome://policy
(3) Hit the reload button

What is the expected result?
Policy is rejected since it actually requires a JSON string with URL and hash.

What happens instead?
Chrome crashes.",9,2/13/2018,2/27/2018,14,Bug,3,1
811681,Update git client to 2.16.2 everywhere,"git 2.16 has some performance improvement.
https://github.com/git/git/blob/master/Documentation/RelNotes/2.16.0.txt#L152

git 2.16 includes the linux version of performance fix for slow fetch happened in 749709
So I expect updated git will improve the time of bot_update step a minutes or so on non-windows bot.",22,2/13/2018,3/7/2018,22,Bug,5,1
812711,BadValueError: duration and exit_code must be set with state Execution timed out,"This needs to be fixed, since it's causing BOT_DIED.

https://pantheon.corp.google.com/logs/viewer?project=chromium-swarm&filters=text:BadValueError",2,2/16/2018,3/14/2019,391,Bug,3,3
818190,The use of blacklists for asan breaks distributed compilation with tools such as icecc,"Build system problem only, if you compile chromium with is_asan=true -fsanitize-blacklist=blacklistfile will be added to cflags.

icecc (and other distributed compilation tools) doesn't yet have support for this flag
so make it possible to disable.",2,3/3/2018,2/6/2019,340,Task,1,3
821747,[WPT] New failures introduced in external/wpt/streams by import https://crrev.com/c/961903,"WPT import https://crrev.com/c/961903 introduced new failures in external/wpt/streams:

List of new failures:
external/wpt/streams/writable-streams/aborting.serviceworker.https.html new failing tests: https://crrev.com/c/961903/4/third_party/WebKit/LayoutTests/external/wpt/streams/writable-streams/aborting.serviceworker.https-expected.txt
external/wpt/streams/writable-streams/aborting.sharedworker.html new failing tests: https://crrev.com/c/961903/4/third_party/WebKit/LayoutTests/external/wpt/streams/writable-streams/aborting.sharedworker-expected.txt
external/wpt/streams/writable-streams/aborting.dedicatedworker.html new failing tests: https://crrev.com/c/961903/4/third_party/WebKit/LayoutTests/external/wpt/streams/writable-streams/aborting.dedicatedworker-expected.txt
external/wpt/streams/writable-streams/aborting.html new failing tests: https://crrev.com/c/961903/4/third_party/WebKit/LayoutTests/external/wpt/streams/writable-streams/aborting-expected.txt

This import contains upstream changes from 47d3a27b5697f47bc76923b80ff9cfbde1d57580 to 872f840bf8a843f5072b0aa47104ee0210763c47:
Add an ""Edit on GitHub"" link to the docs: https://github.com/w3c/web-platform-tests/commit/872f840bf8a843f5072b0aa47104ee0210763c47
Move GetBoundingRect.html: https://github.com/w3c/web-platform-tests/commit/b52a19067b803b35f9cdd588f8302a289e20446a
Add and correct CSSOM spec references: https://github.com/w3c/web-platform-tests/commit/825f054d0d8f1f60ef13e36b46d6ea97ea87cc15
[LayoutNG] Don't resolve unresolvable percentage min-height and max-height.: https://github.com/w3c/web-platform-tests/commit/6573773339b47b2e255df1e274788257aa50ad92
Add sensor tests to throw NotSupportedError for an unsupported option (#10023): https://github.com/w3c/web-platform-tests/commit/07b4a27c84b5d98f2886779a9b7cb9dc334a193b
WritableStream: Add smoke tests for abort() with non-Error arguments: https://github.com/w3c/web-platform-tests/commit/dc2b10130978a3ebec39ccddade8cbbfcc7bb715 [affecting this directory]
[css-typed-om] Support scroll-margin-*.: https://github.com/w3c/web-platform-tests/commit/d69705f5a534514e324ea8843417d4ced1b6a951
[css-typed-om] Add tests for font-size.: https://github.com/w3c/web-platform-tests/commit/a0a4cfa049f23f7d52cd859c8d957c70872ee313
[css-typed-om] support break-after, break-before, break-inside: https://github.com/w3c/web-platform-tests/commit/bdec0b6e6b15265a097696694a9b5241098377c3
Add tests for GeolocationSensor.read() (#9662): https://github.com/w3c/web-platform-tests/commit/772ed2228705de574a623ff084ff9f567c8d1c34
Update the encoding IDL file (#9780): https://github.com/w3c/web-platform-tests/commit/b202bbb5aa0d235b22bac11fe902eab1094ef9d2
Replace assert_own_property with assert_idl_attribute (#9960): https://github.com/w3c/web-platform-tests/commit/8896c5c451b8e07a4b25d8fd4477ee35eb1e81ee
Allow for exception to occur if medium not found (#9958): https://github.com/w3c/web-platform-tests/commit/72a61489a6e95e5732c541b9d854fe957052110a
Revert ""Add a lint to catch adding files that would otherwise be ignored by git."" (#10020): https://github.com/w3c/web-platform-tests/commit/4f4793ba4d0e6b7d798928cfae9a949ca3c25886",2,3/14/18,3/15/2018,1,Compat,3,2
826500,Teach server-db migration scripts to use local checkout of skylab_inventory repo instead of inventory service,"We no longer want to depend on inventory service, so start using the local skylab_inventory checkout for the migration jobs: https://chromium.googlesource.com/chromiumos/third_party/autotest/+/master/skylab_migration/venv/skylab_venv/scripts/",5,3/28/2018,5/1/2018,34,Bug,1,1
829926,Animation Worklet - WorkletAnimation::cancel does not clean up the compositor animation,"Cancelling a worklet animation does not clean up the compositor animation
correctly. 

Correct behavior in this case should remove the compositor animation and causing
the main and impl state to reflect as if the animation no longer exist.",3,4/7/2018,6/14/2018,68,Bug,1,3
830076,"Migrate ""dart2js-linux-ff-2-4-dev"" to LUCI","Migrate builder client.dart:dart2js-linux-ff-2-4-dev to LUCI.

Buildbot: https://ci.chromium.org/buildbot/client.dart/dart2js-linux-ff-2-4-dev
LUCI: https://ci.chromium.org/buildbucket/luci.dart.ci.sandbox/dart2js-linux-ff-2-4-dev

Migration app will be posting updates on changes of the migration status.
For the latest status, see
https://luci-migration.appspot.com/masters/client.dart/builders/dart2js-linux-ff-2-4-dev

Migration app will close this bug when the builder is entirely migrated from Buildbot to LUCI.",6,4/7/2018,7/13/2018,97,Task,1,1
832211,clean up and enable Wreturn-std-move,"clang grew a cool new warning Wreturn-std-move that's part of -Wall.

It looks like so:

../../components/zucchini/equivalence_map_unittest.cc:254:16: error: local variable 'equivalences' will be copied despite being returned by name [-Werror,-Wreturn-std-move]
return equivalences;
^~~~~~~~~~~~
../../components/zucchini/equivalence_map_unittest.cc:254:16: note: call 'std::move' explicitly to avoid copying
return equivalences;
^~~~~~~~~~~~
std::move(equivalences)


We should clean up the codebase and enable it.",5,4/13/2018,4/25/2018,12,Bug,2,3
833719,testing/buildbot/generate_buildbot_json.py should validate that all listed bots exist,Maybe testing/buildbot/generate_buildbot_json.py could validate bot names against infra/config/global/luci-milo.cfg. At least some of the listed bots were obsolete (https://chromium-review.googlesource.com/c/chromium/src/+/1013611).,3,4/17/2018,6/13/2018,57,Feature,6,2
835064,skylab_swarming_worker: Support provision,"Scope of this bug:
- Adding a flag to skylab_swarming_worker to specify the build to install, construct the right lucifer flags.
- Update autoserv's --test-name flag to obtain the test from the provided build (via devserver)

This bug does not include: Actually persisting the provisioned label on the skylab_bot in any way / reporting the provisioned label back to swarming.",6,4/20/2018,7/19/2018,90,Feature,1,1
835864,All Linux and Android Clang ToT bots failing to link hwasan with ld.bfd internal error,"First failing build:
https://ci.chromium.org/buildbot/chromium.clang/ToTLinux/2197

The link error:
FAILED: lib/linux/libclang_rt.hwasan-x86_64.so 
...
/usr/bin/ld: BFD (GNU Binutils for Ubuntu) 2.24 internal error, aborting at ../../bfd/elf64-x86-64.c line 3363 in elf_x86_64_relocate_section
/usr/bin/ld: Please report this bug.
collect2: error: ld returned 1 exit status

Revision range:
good: 330459
bad: 330484

This is probably the culprit: r330474 - [HWASan] Introduce non-zero based and dynamic shadow memory (compiler-rt).",3,4/24/2018,4/25/2018,1,Bug,4,3
839493,CORS integration with Background Fetch,"Fetches may originate from other origins to support CDNs, but we must not allow access to content that otherwise wouldn’t be accessible.

We currently block every kind of background fetch request that needs CORS preflight. Why? We use DownloadManager to download items and CORS preflight code is in blink currently, which DownloadManager shouldn't talk to. (because that would require us to spin up a renderer process and that's expensive).

The move of CORS preflight logic to network service should be done by Q3, shipping will take longer but we can start building on it then.
This bug is a tracker for that work. Once we do have CORS preflight support, we can stop blocking all background fetches that need it.

Relevant docs:
CORS Support in Network Service:
https://docs.google.com/document/d/1JNmUcvbw2UcjfdI2uyUpveHXCbae-DQ1n8d_sVs5fLg/edit?usp=sharing

Out-of-Blink Fetch/CORS: 
https://docs.google.com/document/d/1mIk2or1y8nXHSQXQ6mJLGp3gLrtImONIuYhHtx1zInM/edit?usp=sharing",4,5/4/2018,9/3/2019,487,Bug,1,3
840756,Tests fail on the Android ToT Clang bot,"They've been failing since I enabled them, which is weird because the configuration should be the same as the linux_android_rel_ng trybot, which runs on the CQ.",19,5/8/2018,5/22/2018,14,Bug,1,2
844540,Implement ARIA reflection,"The Accessibility Object Model (AOM) spec now depends on reflecting all non-deprecated ARIA attributes on HTML elements.

The proposed spec change is here:
https://github.com/w3c/aria/pull/708/files",5,5/19/2018,6/21/2018,33,Bug,3,1
845115,"Build failure: kevin overlay, chromeos-chrome","Noticed on or before: https://chromium.googlesource.com/chromium/src/+/8184813eedd001e0397fd2dfce50f080cf3568d3

USE flags include ""jumbo""

Build log excerpt:
armv7a-cros-linux-gnueabi-clang++ -B/usr/x86_64-pc-linux-gnu/armv7a-cros-linux-gnueabi/binutils-bin/2.27.0-gold -MMD -MF obj/ui/views/views/views_jumbo_3.o.d -DVIEWS_IMPLEMENTATION -DV8_DEPRECATION_WARNINGS -DUSE_UDEV -DUSE_AURA=1 -DUSE_NSS_CERTS=1 -DUSE_OZONE=1 -DFULL_SAFE_BROWSING -DSAFE_BROWSING_CSD -DSAFE_BROWSING_DB_LOCAL -DCHROMIUM_BUILD -DFIELDTRIAL_TESTING_ENABLED -D_FILE_OFFSET_BITS=64 -D_LARGEFILE_SOURCE -D_LARGEFILE64_SOURCE -DCR_CLANG_REVISION=\""332335-1\"" -D__STDC_CONSTANT_MACROS -D__STDC_FORMAT_MACROS -DOS_CHROMEOS -DCR_SYSROOT_HASH=b2165ab47ab9c4cc780db53ace1b08607d68ae31 -DNDEBUG -DNVALGRIND -DDYNAMIC_ANNOTATIONS_ENABLED=0 -DTOOLKIT_VIEWS=1 -DWEBP_EXTERN=extern -DUSE_EGL -DU_USING_ICU_NAMESPACE=0 -DU_ENABLE_DYLOAD=0 -DU_STATIC_IMPLEMENTATION -DICU_UTIL_DATA_IMPL=ICU_UTIL_DATA_FILE -DUCHAR_TYPE=uint16_t -DGOOGLE_PROTOBUF_NO_RTTI -DGOOGLE_PROTOBUF_NO_STATIC_INITIALIZER -DHAVE_PTHREAD -DSK_IGNORE_LINEONLY_AA_CONVEX_PATH_OPTS -DSK_HAS_PNG_LIBRARY -DSK_HAS_WEBP_LIBRARY -DSK_HAS_JPEG_LIBRARY -DSK_SUPPORT_GPU=1 -DSK_GPU_WORKAROUNDS_HEADER=\""gpu/config/gpu_driver_bug_workaround_autogen.h\"" -DLEVELDB_PLATFORM_CHROMIUM=1 -DMESA_EGL_NO_X11_HEADERS -I. -I../../../../../../../home/build-user/chrome_root/src -Igen -I../../../../../../../home/build-user/chrome_root/src/third_party/libwebp/src -I../../../../../../../home/build-user/chrome_root/src/third_party/khronos -I../../../../../../../home/build-user/chrome_root/src/gpu -I../../../../../../../home/build-user/chrome_root/src/third_party/libyuv/include -I../../../../../../../home/build-user/chrome_root/src/third_party/ced/src -I../../../../../../../home/build-user/chrome_root/src/third_party/icu/source/common -I../../../../../../../home/build-user/chrome_root/src/third_party/icu/source/i18n -I../../../../../../../home/build-user/chrome_root/src/third_party/protobuf/src -I../../../../../../../home/build-user/chrome_root/src/skia/config -I../../../../../../../home/build-user/chrome_root/src/skia/ext -I../../../../../../../home/build-user/chrome_root/src/third_party/skia/include/c -I../../../../../../../home/build-user/chrome_root/src/third_party/skia/include/config -I../../../../../../../home/build-user/chrome_root/src/third_party/skia/include/core -I../../../../../../../home/build-user/chrome_root/src/third_party/skia/include/effects -I../../../../../../../home/build-user/chrome_root/src/third_party/skia/include/encode -I../../../../../../../home/build-user/chrome_root/src/third_party/skia/include/gpu -I../../../../../../../home/build-user/chrome_root/src/third_party/skia/include/images -I../../../../../../../home/build-user/chrome_root/src/third_party/skia/include/lazy -I../../../../../../../home/build-user/chrome_root/src/third_party/skia/include/pathops -I../../../../../../../home/build-user/chrome_root/src/third_party/skia/include/pdf -I../../../../../../../home/build-user/chrome_root/src/third_party/skia/include/pipe -I../../../../../../../home/build-user/chrome_root/src/third_party/skia/include/ports -I../../../../../../../home/build-user/chrome_root/src/third_party/skia/include/utils -I../../../../../../../home/build-user/chrome_root/src/third_party/skia/src/gpu -I../../../../../../../home/build-user/chrome_root/src/third_party/skia/src/sksl -I../../../../../../../home/build-user/chrome_root/src/third_party/libwebm/source -I../../../../../../../home/build-user/chrome_root/src/third_party/protobuf/src -Igen/protoc_out -I../../../../../../../home/build-user/chrome_root/src/third_party/leveldatabase -I../../../../../../../home/build-user/chrome_root/src/third_party/leveldatabase/src -I../../../../../../../home/build-user/chrome_root/src/third_party/leveldatabase/src/include -I../../../../../../../home/build-user/chrome_root/src/third_party/mesa/src/include -fno-strict-aliasing -Wno-builtin-macro-redefined -D__DATE__= -D__TIME__= -D__TIMESTAMP__= -funwind-tables -fPIC -pipe -pthread -fcolor-diagnostics -fmerge-all-constants -no-canonical-prefixes --target=arm-linux-gnueabihf -march=armv8-a+crc -mfloat-abi=hard -mtune=generic-armv7-a -mfpu=neon -mthumb -Wall -Wextra -Wimplicit-fallthrough -Wthread-safety -Wno-missing-field-initializers -Wno-unused-parameter -Wno-c++11-narrowing -Wno-covered-switch-default -Wno-unneeded-internal-declaration -Wno-undefined-var-template -Wno-nonportable-include-path -Wno-address-of-packed-member -Wno-unused-lambda-capture -Wno-user-defined-warnings -Wno-enum-compare-switch -Wno-null-pointer-arithmetic -Wno-ignored-pragma-optimize -O2 -fno-ident -fdata-sections -ffunction-sections -fno-omit-frame-pointer -g2 -gsplit-dwarf -ggnu-pubnames -fvisibility=hidden -Wheader-hygiene -Wstring-conversion -Wtautological-overlap-compare -std=gnu++14 -fno-exceptions -fno-rtti --sysroot=../../../../../../../build/kevin -fvisibility-inlines-hidden -pipe -march=armv8-a+crc -mtune=cortex-a57.cortex-a53 -mfpu=crypto-neon-fp-armv8 -mfloat-abi=hard -fno-split-dwarf-inlining -D__google_stl_debug_vector=1 -Wno-unknown-warning-option -stdlib=libc++ -c gen/ui/views/views_jumbo_3.cc -o obj/ui/views/views/views_jumbo_3.o
In file included from gen/ui/views/views_jumbo_3.cc:35:
./../../../../../../../home/build-user/chrome_root/src/ui/views/view_properties.cc:17:1: error: explicit specialization of 'GetProperty<views::BubbleDialogDelegateView *>' after instantiation
DEFINE_EXPORTED_UI_CLASS_PROPERTY_TYPE(VIEWS_EXPORT,
^
../../../../../../../home/build-user/chrome_root/src/ui/base/class_property.h:222:20: note: expanded from macro 'DEFINE_EXPORTED_UI_CLASS_PROPERTY_TYPE'
PropertyHandler::GetProperty(const ClassProperty<T>* property) const { \
^
./../../../../../../../home/build-user/chrome_root/src/ui/views/focus/focus_search.cc:189:26: note: implicit instantiation first required here
starting_view->GetProperty(kAnchoredDialogKey);
^
Comment 1 by richard....@gtempaccount.com on Tue, May 22, 2018, 2:18 AM GMT+10Summary: Build failure: kevin overlay, chromeos-chrome (was: Build failure: kevin overlay, chromeos-chrome: )
Status: Untriaged (was: Unconfirmed)
Labels: -Type-Bug Type-Bug-Regression

Steps to reproduce are:

1) Enter the ChromeOS chroot, ./setup_board for kevin
2) cros_workon --board=kevin start chromeos-chrome
3) USE=""jumbo"" cros_workon_make --board=kevin chromeos-chrome

Adding these lines to ui/views/BUILD.gn works around the issue:

jumbo_excluded_sources = [
""view_properties.cc""",4,5/21/2018,7/20/2018,60,Bug-regression,1,3
846742,Separate MachineLevelUserCloudPolicy logic from ChromeBrowserPolicyConnector.,As the code of MachineLevelUserCloudPolicy become more and more complicated. It worth to refactor the code to move the cloud policy logic into its individual class.,2,5/26/2018,6/16/2018,21,Task,2,3
848959,AR Hit tests rays are inverted vertically in screen space.,"When using the WebXR requestHitTest feature rays passed from taps on the screen appear to become inverted in screen-space Y, so that tapping near the top of the screen actually performs a hit test near the bottom. X is well aligned, and ray casts from the center of the screen always work as intended. See linked video for a better sense of what's happening.

https://photos.app.goo.gl/qxSyuaey6LaYMUAE2",3,6/2/2018,6/26/2018,24,Bug,1,1
849614,a11y: Possible misleading indentation in ax_menu_list_popup.cc,"I was recently doing a Chromium build with GCC, which threw a -Wmisleading-indentation warning when compiling third_party/blink/renderer/modules/accessibility/ax_menu_list_popup.cc:

void AXMenuListPopup::DidHide() {
// ...
if (ActiveDescendant())
cache.PostNotification(this, AXObjectCacheImpl::kAXChildrenChanged);
cache.PostNotification(ActiveDescendant(),
AXObjectCacheImpl::kAXMenuListItemUnselected);
}

The first call to PostNotification() didn't exist until https://chromium-review.googlesource.com/c/chromium/src/+/769674, and now the second one is made even if the if clause doesn't evaluate to true. Since I'm not familiar with the code, I'm filing the bug so that someone else can decide whether the the code just needs braces or if things are working as intended and the code needs to be reindented.",3,6/5/2018,6/13/2018,8,Bug,5,3
855659,add read access permissions to the 'Cast CQ bot accounts' group on clank/internal/apps,"From morchard@google.com:

When trying to check out code from clank/internal/apps we run into Access denied to 1050155847979-compute@developer.gserviceaccount.com.

Can someone with permissions please add read access permissions to the 'Cast CQ bot accounts' group on clank/internal/apps?",1,6/23/2018,6/23/2018,0,Bug,4,1
855856,ScheduleDownload shouldn't resume paused jobs,"This is a recently introduced regression.

Repro steps:
Start a fetch containing multiple downloads. Pause it through the UI.

Expected behavior: The fetch remains paused until we hit Resume.
Observed behavior: The fetch auto-resumes.

I think it's a bug in our ScheduleDownload logic, where we schedule one whenever there are fewer than max_concurrent_downloads active downloads.
Since we are pausing all downloads correctly in our PauseDownload() logic, we should simply check if a download has been paused when scheduling one.

In the future, we might need to add reason_for_pause, if we want to support auto-resumes on wifi connectivity.",8,6/24/2018,10/4/2018,102,Bug,2,3
856955,inspector-protocol/.../animation-multiple-frames.js in webkit_layout_tests failing on chromium.webkit/WebKit Win10,"Filed by sheriff-o-matic@appspot.gserviceaccount.com on behalf of grt@chromium.org

inspector-protocol/.../animation-multiple-frames.js in webkit_layout_tests failing on chromium.webkit/WebKit Win10

Builders failed on: 
- WebKit Win10: 
https://ci.chromium.org/buildbot/chromium.webkit/WebKit%20Win10",8,6/27/2018,7/7/2018,10,Bug,1,1
861337,"Migrate ""Linux32 Debug"" to LUCI","Migrate builder client.libyuv:Linux32 Debug to LUCI.

Buildbot: https://ci.chromium.org/buildbot/client.libyuv/Linux32%20Debug
LUCI: https://ci.chromium.org/buildbucket/luci.libyuv.ci/Linux32%20Debug

Migration app will be posting updates on changes of the migration status.
For the latest status, see
https://luci-migration.appspot.com/masters/client.libyuv/builders/Linux32%20Debug

Migration app will close this bug when the builder is entirely migrated from Buildbot to LUCI.",6,7/7/2018,8/10/2018,34,Task,1,1
865389,V8 snapshot mismatch with executables,"This breaks an upstream V8 Chromium bot:
https://ci.chromium.org/p/v8/builders/luci.v8.ci/Linux%20Tests%20%28dbg%29%281%29/6290

It means that the snapshot in the out dir is not fitting to the V8 version. This might be a symptom of an incremental build breakage based on some missing dependencies in GN.

Or analyze not rebuilding some executables, so that we get a scenario with old executables and new snapshot.

Not sure yet where to start looking.",6,7/19/2018,10/26/2019,464,Bug-regression,1,2
866116,"""external/wpt/background-fetch/fetch.https.window.html"" is flaky","""external/wpt/background-fetch/fetch.https.window.html"" is flaky.

This issue was created automatically by the chromium-try-flakes app. Please find the right owner to fix the respective test/step and assign this issue to them. If the step/test is infrastructure-related, please add Infra-Troopers label and change issue status to Untriaged. When done, please remove the issue from Sheriff Bug Queue by removing the Sheriff-Chromium label.

We have detected 3 recent flakes. List of all flakes can be found at https://chromium-try-flakes.appspot.com/all_flake_occurrences?key=ahVzfmNocm9taXVtLXRyeS1mbGFrZXNyQAsSBUZsYWtlIjVleHRlcm5hbC93cHQvYmFja2dyb3VuZC1mZXRjaC9mZXRjaC5odHRwcy53aW5kb3cuaHRtbAw.

Flaky tests should be disabled within 30 minutes unless culprit CL is found and reverted. Please see more details here: https://sites.google.com/a/chromium.org/dev/developers/tree-sheriffs/sheriffing-bug-queues#triaging-auto-filed-flakiness-bugs",8,7/21/2018,7/30/2018,9,Bug,3,1
868592,Window state leaking from one page to another.,"UserAgent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36

Steps to reproduce the problem:
1. Refresh document (without devtools open) until white page appears
2. Open console
3. See log that a property set in the previous window persists

What is the expected behavior?
The AMP runtime sets the window['__AMP_BODY_VISIBLE'] when it executes. This test file logs this property before any other js code has ran. This property should not be set on new pages.

What went wrong?
This property that was set on one page carries over to the next. Even though this test case is exposed by refreshing, it can also happen from page to page navigation.

This was originally reported to us by tasty.co and if you click around a few times on their site you will see the same behavior.

Did this work before? N/A 

Does this work in other browsers? Yes

Chrome version: 67.0.3396.99 Channel: n/a
OS Version: OS X 10.13.6
Flash Version: 

You may contact ccordry@ for more details.",133,7/28/2018,9/15/2018,49,Bug-security,21,1
872037,Rust keywords getting flagged by spellchecker,Example: https://fuchsia-review.googlesource.com/c/garnet/+/175776,4,8/8/2018,8/9/2018,1,Bug,2,3
876605,Chrome's web accessibility support causes massive performance issues,"UserAgent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36

Steps to reproduce the problem:
I work on Figma, a browser-based interface design tool. We were recently made aware of a severe Windows-specific performance issue. Here's the repro:

1. Sign in to Figma (signing up is free)
2. Create a new document
3. Draw a rectangle
4. Drag a selection box on and off the rectangle repeatedly

What is the expected behavior?
The performance of the application should be around at least 30fps at all times.

What went wrong?
After a few seconds of doing this, the pause that happens after the UI updates due to selection/deselection of the rectangle can reach up to over 1000ms. Users have reported that for longer sessions and larger documents the pauses can be over 4000ms (I have chrome://tracing recordings from them to prove it). Attached is a Developer Tools profile and a chrome://tracing recording of it happening for me.

The issue completely disappears if you uncheck ""Web accessibility"" on chrome://accessibility. Another thing to point out is chrome://tracing shows all of the time being spent in ""RenderAccessibilityImpl::SendPendingAccessibilityEvents"".

Did this work before? N/A 

Does this work in other browsers? Yes

Chrome version: 68.0.3440.106 Channel: stable
OS Version: Windows 10
Flash Version:",17,8/22/2018,10/18/2018,57,Bug,8,2
877957,Delete tools/android/roll/update_support_library.py and associated build files,This would avoid new devs thinking they need to update these old scripts too. We use android_deps exclusively for the support libraries and play services libraries now.,12,8/27/2018,1/17/2019,143,Bug,4,3
